	trimmed_19101-0001_SmallRNA.fastq.fastq	trimmed_19101-0002_SmallRNA.fastq.fastq	trimmed_19101-0003_SmallRNA.fastq.fastq	trimmed_19101-0004_SmallRNA.fastq.fastq	trimmed_19101-0005_SmallRNA.fastq.fastq	trimmed_19101-0006_SmallRNA.fastq.fastq	trimmed_19101-0007_SmallRNA.fastq.fastq	trimmed_19101-0008_SmallRNA.fastq.fastq	trimmed_19101-0009_SmallRNA.fastq.fastq	trimmed_19101-0010_SmallRNA.fastq.fastq	trimmed_19101-0011_SmallRNA.fastq.fastq	trimmed_19101-0012_SmallRNA.fastq.fastq	trimmed_19101-0013_SmallRNA.fastq.fastq	trimmed_19101-0014_SmallRNA.fastq.fastq	trimmed_19101-0015_SmallRNA.fastq.fastq	trimmed_19101-0016_SmallRNA.fastq.fastq	trimmed_19101-0017_SmallRNA.fastq.fastq	trimmed_19101-0018_SmallRNA.fastq.fastq	trimmed_19101-0019_SmallRNA.fastq.fastq	trimmed_19101-0020_SmallRNA.fastq.fastq	trimmed_19101-0021_SmallRNA.fastq.fastq	trimmed_19101-0022_SmallRNA.fastq.fastq	trimmed_19101-0023_SmallRNA.fastq.fastq	trimmed_19101-0024_SmallRNA.fastq.fastq	trimmed_19101-0025_SmallRNA.fastq.fastq	trimmed_19101-0026_SmallRNA.fastq.fastq	trimmed_19101-0027_SmallRNA.fastq.fastq	trimmed_19101-0028_SmallRNA.fastq.fastq	trimmed_19101-0029_SmallRNA.fastq.fastq	trimmed_19101-0030_SmallRNA.fastq.fastq	trimmed_19101-0031_SmallRNA.fastq.fastq	trimmed_19101-0032_SmallRNA.fastq.fastq	trimmed_19101-0033_SmallRNA.fastq.fastq	trimmed_19101-0034_SmallRNA.fastq.fastq	trimmed_19101-0035_SmallRNA.fastq.fastq	trimmed_19101-0036_SmallRNA.fastq.fastq	trimmed_19101-0037_SmallRNA.fastq.fastq	trimmed_19101-0038_SmallRNA.fastq.fastq	trimmed_19101-0039_SmallRNA.fastq.fastq	trimmed_19101-0040_SmallRNA.fastq.fastq	trimmed_19101-0041_SmallRNA.fastq.fastq	trimmed_19101-0042_SmallRNA.fastq.fastq	trimmed_19101-0043_SmallRNA.fastq.fastq	trimmed_19101-0044_SmallRNA.fastq.fastq	trimmed_19101-0045_SmallRNA.fastq.fastq	trimmed_19101-0046_SmallRNA.fastq.fastq	trimmed_19101-0047_SmallRNA.fastq.fastq	trimmed_19101-0048_SmallRNA.fastq.fastq	trimmed_19101-0049_SmallRNA.fastq.fastq	trimmed_19101-0050_SmallRNA.fastq.fastq	trimmed_19101-0051_SmallRNA.fastq.fastq	trimmed_19101-0052_SmallRNA.fastq.fastq	trimmed_19101-0053_SmallRNA.fastq.fastq	trimmed_19101-0054_SmallRNA.fastq.fastq
hsa_piR_017104|gb|DQ593636|Homo_sapiens:6:133179659:133179687:Plus	21.5	36.5	23	45	49.5	39.5	39	37.5	40	114	88	89.5	32.5	33	44	58.5	52	65.5	29.5	40.5	25.5	67	122	91.5	46	16.5	13.5	30	58.5	64	55	61	47	44.5	169	74.5	31.5	30.5	50	70.5	55	58.5	44	32.5	39.5	64.5	91.5	44.5	75	93	33	95	42	37
hsa_piR_001205|gb|DQ571589|Homo_sapiens:11:8662350:8662381:Plus	20	41	20	32	21	27	71	93	81	71	57	65	41	56	32	55	42	74	18	33	18	16	36	21	71	45	29	88	82	133	123	109	78	97	273	93	48	37	47	15	38	53	121	32	57	63	86	32	60	82	33	92	30	30
hsa_piR_009502|gb|DQ582827|Homo_sapiens:19:1334622:1334647:Plus	20	41	33	49	40	44	39	37	39	14	19	25	21	20	15	18	27	27	38	33	24	41	48	31	22	21	13	24	43	48	20	25	10	26	64	22	31	44	50	36	45	52	49	44	40	25	27	21	14	29	14	28	20	14
hsa_piR_001168|gb|DQ571524|Homo_sapiens:2:117497628:117497655:Plus	20	28	12	10	13	23	22	41	21	20	24	17	158	171	25	53	58	95	20	31	14	13	16	21	47	44	25	22	54	42	32	52	99	85	108	60	45	24	39	22	12	23	42	21	16	27	52	11	34	87	17	28	9	7
hsa_piR_017061|gb|DQ593574|Homo_sapiens:17:2180331:2180362:Minus	19	28	14	15	16	30	29	44	26	58	37	44	134	200	112	254	121	206	23	15	23	38	36	24	62	32	28	70	111	81	270	313	264	195	763	298	33	53	36	33	25	43	96	54	52	71	65	27	201	245	103	295	119	120
hsa_piR_001207|gb|DQ571591|Homo_sapiens:16:88155360:88155385:Plus	18	32	18	50	49	69	120	123	61	235	230	280	191	229	120	175	178	127	46	25	35	61	74	56	25	15	17	55	139	128	123	168	155	150	595	172	55	65	68	76	82	109	67	109	125	401	419	283	209	331	195	216	174	161
hsa_piR_011968|gb|DQ586183|Homo_sapiens:5:126543422:126543451:Minus	18	34	25	78	75	70	196	190	125	13	21	11	14	24	10	6	18	9	4	9	4	31	64	31	37	23	28	8	9	12	11	5	9	2	14	9	8	20	25	174	260	315	56	69	90	16	12	6	6	17	6	5	1	16
hsa_piR_003728|gb|DQ575064|Homo_sapiens:14:20935370:20935400:Minus	17	27	20	26	24	37	28	31	38	34	26	33	28	27	24	64	48	65	14	18	12	24	37	36	42	14	21	21	30	43	78	74	67	40	88	43	17	3	19	29	42	43	52	29	54	30	38	18	35	44	20	63	19	30
hsa_piR_005019|gb|DQ576918|Homo_sapiens:2:27127216:27127243:Plus	16	14	7	10	12	10	14	14	15	15	9	14	22	25	18	46	42	49	16	9	11	13	16	6	6	2	8	14	15	8	23	22	21	51	111	43	17	14	20	12	24	29	7	14	23	10	12	6	15	37	10	19	12	18
hsa_piR_011300|gb|DQ585261|Homo_sapiens:3:102778418:102778444:Minus	16	12	9	11	17	21	8	15	9	2	9	12	4	6	0	0	2	1	31	46	20	17	25	22	48	22	25	11	16	17	8	7	5	1	4	0	18	18	22	11	22	13	32	5	8	4	8	1	1	7	1	1	0	0
hsa_piR_020466|gb|DQ598130|Homo_sapiens:3:132680740:132680767:Minus	16	37	21	75	113	43	97	127	107	72	56	66	44	46	32	33	23	39	16	18	14	38	61	37	80	53	77	92	101	96	41	48	36	32	80	19	27	15	27	54	79	102	145	74	97	92	107	26	32	50	24	33	12	14
hsa_piR_018165|gb|DQ595023|Homo_sapiens:14:102873935:102873963:Plus	16	34	17	28	17	19	66	118	84	250	218	211	97	95	49	65	45	49	9	13	7	14	27	16	65	52	34	206	355	338	101	116	92	68	260	82	22	14	17	35	49	42	110	42	61	377	509	154	97	118	47	80	20	27
hsa_piR_004531|gb|DQ576233|Homo_sapiens:6:31698835:31698864:Plus	15	28	13	24	42	22	37	34	29	20	17	18	6	16	7	7	3	4	26	19	16	18	22	10	14	6	12	14	42	37	5	9	10	5	13	7	53	51	57	16	20	32	21	11	16	24	38	21	6	7	7	4	1	3
hsa_piR_008488|gb|DQ581533|Homo_sapiens:12:117916274:117916302:Plus	14	22	19	17	20	44	92	111	50	87	69	75	56	75	40	84	66	76	17	28	12	33	28	25	110	75	53	34	46	63	49	43	53	76	164	54	27	26	29	15	26	21	65	70	59	69	101	41	63	75	33	67	36	30
hsa_piR_021057|gb|DQ598951|Homo_sapiens:9:134884780:134884806:Plus	14	12	2	10	9	12	36	41	33	3	4	3	12	18	2	14	10	10	12	7	8	14	9	8	14	5	16	2	10	2	4	3	9	2	15	5	25	22	29	23	38	61	19	10	13	7	8	0	1	15	2	1	3	1
hsa_piR_002732|gb|DQ573682|Homo_sapiens:22:38039830:38039857:Minus	13.5	20.5	11	13	19	18	30	25	18	86.5	91	84.5	98.5	124	82.5	81.5	86	101	18.5	14	13.5	14	28	29	16.5	10	11	26.5	46.5	60	34	40	42	56.5	184.5	49.5	27.5	24	24	28.5	37.5	40.5	23	33	48.5	77.5	95.5	48	89	140.5	76.5	111.5	75	88.5
hsa_piR_016677|gb|DQ592953|Homo_sapiens:2:205927199:205927228:Plus	13.5	24	20	16	19	15	17	11.5	12	36	20.5	35	29	24.5	21.5	25	13	23	15.5	15	15.5	12.5	32	22	7	2	2.5	9.5	17	17	14.5	25.5	29.5	37	66.5	17	25	40.5	35.5	22	25.5	37.5	7	12	11.5	26	24	11.5	18.5	28	10	17	16	24
hsa_piR_001346|gb|DQ571858|Homo_sapiens:17:24073766:24073794:Plus	11	14	2	36	27	24	32	41	24	72	65	50	217	277	170	282	234	272	12	16	14	25	25	25	38	17	15	29	50	49	194	209	199	291	1000	261	31	35	32	43	37	54	46	49	63	58	103	61	238	344	165	306	218	226
hsa_piR_004309|gb|DQ575884|Homo_sapiens:2:47361402:47361433:Minus	9.25	16	5	22.1666666666667	19	14.7333333333333	6.33333333333333	20	24.3666666666667	29.0333333333333	12.4	31	13.2	16	12	15	37.45	36.4	12	13	4	11.7333333333333	17.4	9.16666666666667	22	33	9	28	79.5833333333333	82.7	36.1666666666667	46.9833333333333	39.5666666666667	46	101.2	46	21	8	13.45	13.4	31.2	24.9	55.5333333333333	16	22.2	23.6166666666667	18.4166666666667	3	14.2	29.4166666666667	8	22	13	6
hsa_piR_020391|gb|DQ598016|Homo_sapiens:8:122897053:122897079:Plus	9	4	2	0	0	1	0	0	0	1	0	0	1	0	0	0	3	2	0	2	2	0	0	0	0	1	0	2	1	1	1	0	3	1	3	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1
hsa_piR_020657|gb|DQ598428|Homo_sapiens:17:72068790:72068821:Plus	9	24	12	32	33	26	44	50	38	37	30	22	26	32	28	41	61	62	9	14	11	23	32	36	85	40	51	72	95	111	143	137	90	57	143	91	19	10	13	21	44	63	150	27	36	27	24	19	43	90	32	79	22	24
hsa_piR_012925|gb|DQ587514|Homo_sapiens:1:31181176:31181205:Minus	9	16	15	24	22	26	43	29	36	75	69	74	54	56	43	30	44	53	11	9	4	13	16	11	40	33	24	66	95	133	70	83	36	40	91	39	13	11	8	17	42	43	93	29	22	59	92	47	60	80	21	57	15	21
hsa_piR_007336|gb|DQ580006|Homo_sapiens:2:106681212:106681238:Minus	9	17	18	42	41	49	130	101	98	14	13	15	21	34	13	17	11	19	14	11	17	22	39	46	20	17	31	8	11	8	9	16	23	14	41	9	28	32	18	99	119	145	45	28	65	11	21	12	10	26	6	7	3	8
hsa_piR_020497|gb|DQ598177|Homo_sapiens:6:28939482:28939513:Minus	8	23	4	13	16	12	8	8	5	10	6	8	3	7	5	3	9	8	9	8	10	4	6	7	7	3	1	4	7	6	4	4	4	5	22	10	6	24	19	9	12	6	8	10	18	9	8	1	4	10	7	8	6	4
hsa_piR_011181|gb|DQ585088|Homo_sapiens:4:106625465:106625491:Plus	8	17	2	25	18	26	93	103	72	12	12	12	21	24	4	12	8	14	13	16	13	18	12	16	12	6	9	3	16	2	6	7	5	11	22	9	18	14	15	49	85	69	20	20	45	10	14	10	5	13	1	12	3	5
hsa_piR_004374|gb|DQ576021|Homo_sapiens:7:105124599:105124624:Minus	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa_piR_017173|gb|DQ593736|Homo_sapiens:6:552652:552680:Minus	7	7	9	12	4	13	0	4	2	5	2	1	0	0	1	1	2	1	11	8	3	10	14	8	0	0	2	0	2	2	1	0	0	2	1	0	6	8	9	2	2	9	2	4	7	2	2	5	2	2	1	0	2	0
hsa_piR_015099|gb|DQ590642|Homo_sapiens:19:47056699:47056724:Plus	7	5	4	3	5	3	13	13	6	2	6	4	17	11	2	8	4	12	7	5	1	4	7	2	4	1	8	10	7	7	4	5	2	6	5	2	12	4	10	8	5	4	7	6	4	5	5	1	4	8	2	2	0	0
hsa_piR_005271|gb|DQ577259|Homo_sapiens:6:133179660:133179685:Plus	6.5	19.5	10	14	21.5	12.5	15	18.5	20	69	42	51.5	18.5	17	21	18.5	25	26.5	12.5	15.5	10.5	28	49	39.5	18	7.5	6.5	15	30.5	32	22	23	25	24.5	72	37.5	17.5	11.5	21	24.5	23	32.5	15	10.5	13.5	33.5	59.5	25.5	38	38	16	44	21	12
hsa_piR_019911|gb|DQ597340|Homo_sapiens:14:20930222:20930253:Minus	6	17	8	10	3	6	15	20	16	28	22	27	6	10	2	12	5	15	2	8	2	1	10	6	7	6	5	6	26	27	10	11	21	6	22	10	6	1	17	3	15	8	18	1	8	22	26	8	14	12	4	8	4	1
hsa_piR_007635|gb|DQ580405|Homo_sapiens:11:46740597:46740623:Minus	6	8	6	18	8	6	24	25	20	31	20	30	22	17	12	16	4	12	4	4	3	7	8	11	14	11	8	20	32	27	11	23	14	10	25	13	4	6	7	9	39	28	25	11	13	19	17	7	17	19	6	8	3	5
hsa_piR_015254|gb|DQ590835|Homo_sapiens:3:114834325:114834352:Plus	6	13	8	4	5	12	27	26	20	21	10	15	11	22	14	31	25	33	1	3	2	4	3	3	35	26	45	30	45	42	32	34	29	18	61	30	5	1	11	2	5	4	23	19	20	10	24	8	9	18	9	18	11	6
hsa_piR_018380|gb|DQ595292|Homo_sapiens:1:36584867:36584894:Minus	6	9	7	5	10	4	5	6	2	2	2	3	0	2	0	0	2	1	12	12	8	4	8	4	1	1	1	3	2	2	1	2	2	2	4	0	2	6	11	8	13	6	5	2	3	4	5	1	2	2	0	0	1	0
hsa_piR_015249|gb|DQ590830|Homo_sapiens:6:26435795:26435820:Plus	5	14	7	3	1	0	4	2	0	1	4	1	5	1	2	3	4	2	18	12	12	4	1	3	0	0	1	5	4	2	6	3	3	2	15	1	26	20	24	6	2	5	2	4	7	6	4	3	0	4	1	3	0	1
hsa_piR_011901|gb|DQ586098|Homo_sapiens:2:106681184:106681214:Minus	5	7	1	17	11	7	30	28	32	15	3	11	15	15	8	15	4	12	3	9	4	5	7	5	10	10	5	0	6	4	4	3	6	3	17	7	15	16	9	11	37	30	12	11	9	5	5	5	6	14	6	7	2	2
hsa_piR_008547|gb|DQ581601|Homo_sapiens:4:126499194:126499224:Plus	5	6	1	2	4	1	3	0	3	1	2	5	8	1	0	1	2	2	3	0	1	0	1	1	0	2	3	0	0	2	1	1	1	3	11	4	3	3	8	2	1	2	4	2	3	1	7	0	0	3	0	0	3	3
hsa_piR_016924|gb|DQ593320|Homo_sapiens:12:100064940:100064968:Plus	5	10	3	2	1	0	4	1	1	6	0	2	4	5	1	1	0	5	0	0	1	1	6	2	1	0	0	0	0	0	0	0	3	2	2	1	1	1	3	0	1	3	1	0	0	0	2	1	1	0	1	4	0	0
hsa_piR_006504|gb|DQ578892|Homo_sapiens:15:91764480:91764509:Minus	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
hsa_piR_005653|gb|DQ577762|Homo_sapiens:4:101146382:101146411:Plus	4	4	1	0	0	0	0	0	2	1	0	0	2	1	0	0	0	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	2	5	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0
hsa_piR_019565|gb|DQ596854|Homo_sapiens:7:100751251:100751279:Minus	4	2	2	0	0	0	0	1	0	0	1	1	9	3	3	3	4	3	8	4	7	3	7	1	2	2	1	0	4	1	0	0	1	3	0	3	6	8	4	1	3	0	2	1	0	4	7	0	0	0	1	0	0	0
hsa_piR_003239|gb|DQ574391|Homo_sapiens:9:134885947:134885976:Plus	4	1	5	5	7	4	12	13	16	7	17	10	24	31	5	11	4	15	5	15	6	5	9	7	7	2	6	4	6	5	8	4	16	7	24	9	9	15	13	10	5	14	7	8	14	8	16	8	6	22	6	7	4	6
hsa_piR_020850|gb|DQ598704|Homo_sapiens:8:101027104:101027129:Plus	4	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	11	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_004216|gb|DQ575746|Homo_sapiens:15:80551392:80551422:Minus	3	5	8	0	1	5	4	2	2	0	2	2	0	0	0	0	0	0	3	5	4	9	7	4	1	0	1	1	0	1	3	1	0	0	1	0	1	2.5	4	11	7	15	2	6	11	6	3	1	1	2	1	0	0	2
hsa_piR_018811|gb|DQ595848|Homo_sapiens:7:132371015:132371040:Minus	3	9	2	19	27	22	60	64	31	15	2	5	5	4	3	8	3	2	6	0	2	20	13	18	8	6	6	0	7	7	5	0	3	1	3	2	2	9	3	41	47	68	7	13	26	9	10	3	0	10	0	1	3	2
hsa_piR_020570|gb|DQ598294|Homo_sapiens:2:234032605:234032631:Plus	3	2	4	2	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	1	1	3	0	0	0	1	0	0	6	2	5	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0
hsa_piR_008764|gb|DQ581894|Homo_sapiens:8:12530738:12530763:Minus	3	5	1	2	5	4	13	2	6	1	2	1	2	1	0	1	1	1	0	0	2	0	1	0	1	2	0	1	1	1	0	0	0	0	0	1	1	0	2	6	10	18	2	1	3	1	0	0	1	0	0	0	0	0
hsa_piR_007518|gb|DQ580249|Homo_sapiens:9:33386811:33386836:Minus	3	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa_piR_006650|gb|DQ579099|Homo_sapiens:11:100031461:100031490:Minus	3	0	0	1	0	2	0	1	0	1	2	0	2	6	0	1	0	1	2	1	1	0	0	0	2	0	0	0	0	0	0	2	3	4	1	2	4	1	3	1	1	0	2	0	0	1	1	0	0	0	0	0	0	0
hsa_piR_011496|gb|DQ585569|Homo_sapiens:17:77092200:77092229:Minus	3	3.5	3	3	1	1.5	6.5	17	13.5	6	2	1	3.5	3	0	1.5	0.5	2	1	2	2	0.5	1	0.5	5	3	3	3	2	2	2	2.5	2	0.5	0	0.5	2.5	0.5	0.5	3.5	3	7.5	8.5	3	2.5	1	4.5	0	1.5	6	0	0.5	0	0
hsa_piR_011217|gb|DQ585139|Homo_sapiens:6:26264588:26264614:Plus	3	12	4	5	6	9	7	6	5	1	0	1	2	0	0	0	0	0	12	8	9	5	10	9	3	0	1	0	5	0	0	1	2	0	3	1	3	3	5	10	8	8	3	5	5	0	1	1	0	3	0	0	0	0
hsa_piR_007971|gb|DQ580839|Homo_sapiens:20:101943:101972:Minus	2.5	1	1.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	2	1.5	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	1.5	4.5	5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000765|gb|DQ570956|Homo_sapiens:2:156965946:156965976:Minus	2	7	5.5	4	4	1	7	9.5	3.5	2.5	1.5	2	4.5	1	0	3.5	1.5	4.5	1	5	4.5	9	18	12	1.5	1	1	1	5.5	9.5	2	3	2	2	6.5	2.5	5	8.5	9	10.5	2.5	7	7	11.5	14.5	6	12	4	0	1	1	1.5	0	1
hsa_piR_004033|gb|DQ575488|Homo_sapiens:2:202948866:202948892:Plus	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_005336|gb|DQ577346|Homo_sapiens:1:101494551:101494577:Plus	2	4	0	0	0	4	3	8	9	0	0	1	2	1	0	1	0	2	0	1	0	2	3	4	4	0	2	1	0	1	0	0	1	0	2	3	0	1	0	4	6	4	2	2	4	0	0	1	0	1	0	1	1	0
hsa_piR_002261|gb|DQ573051|Homo_sapiens:18:11630097:11630126:Minus	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002710|gb|DQ573654|Homo_sapiens:6:36183295:36183321:Plus	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006658|gb|DQ579110|Homo_sapiens:6:26393505:26393531:Minus	2	1	1	2	2	1	2	3	3	1	0	1	0	0	0	0	0	0	1	6	2	2	0	4	1	2	1	0	0	0	1	0	3	0	0	0	5	10	7	2	3	4	2	0	0	1	2	1	0	1	1	1	0	0
hsa_piR_009017|gb|DQ582219|Homo_sapiens:3:102778202:102778227:Minus	2	1	0	8	4	4	9	4	2	2	3	2	3	4	0	3	4	1	2	2	3	2	1	0	0	0	0	1	2	0	0	1	1	4	3	0	1	6	6	3	5	2	4	0	1	1	0	0	0	7	0	2	1	0
hsa_piR_003676|gb|DQ574995|Homo_sapiens:8:100348866:100348895:Minus	2	1	0	0	2	2	0	2	0	2	1	1	0	0	0	0	1	1	2	0	0	0	0	1	2	0	1	1	2	4	3	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0
hsa_piR_000315|gb|DQ570376|Homo_sapiens:6:26342827:26342852:Minus	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	3	2	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
hsa_piR_022131|gb|DQ600310|Homo_sapiens:7:75797178:75797207:Minus	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	5	0	2	2	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0
hsa_piR_014817|gb|DQ590275|Homo_sapiens:4:103986167:103986195:Minus	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	1	2	1	0	0	1	0	0	0	0	0	2	0	2	1	4	1	0	0	0	3	2	0	0	0	1	0	0	0	0	0
hsa_piR_007825|gb|DQ580653|Homo_sapiens:14:101619287:101619313:Minus	2	0	0	1	0	0	0	0	0	0	2	0	1	0	0	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	2	2	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0
hsa_piR_020097|gb|DQ597608|Homo_sapiens:1:100485620:100485649:Minus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa_piR_003709|gb|DQ575036|Homo_sapiens:13:21100723:21100751:Minus	2	2	0	1	0	0	1	3	3	0	1	1	2	4	0	3	1	3	3	2	2	0	0	0	1	1	1	0	0	1	0	2	1	2	4	1	0	2	2	1	0	5	2	0	1	1	2	1	4	4	1	0	0	0
hsa_piR_014853|gb|DQ590318|Homo_sapiens:19:46008504:46008529:Minus	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021252|gb|DQ599192|Homo_sapiens:7:56089614:56089643:Plus	2	0	2	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	2	2	0	0	1	0	2	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0
hsa_piR_011094|gb|DQ584967|Homo_sapiens:1:10094504:10094534:Minus	2	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	0	2	1	0	0	2	0	0	0	0	0
hsa_piR_021666|gb|DQ599702|Homo_sapiens:5:176625648:176625677:Minus	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa_piR_006257|gb|DQ578566|Homo_sapiens:1:142873287:142873315:Plus	2	1	0	1	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
hsa_piR_014972|gb|DQ590480|Homo_sapiens:7:29975505:29975532:Minus	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001386|gb|DQ571911|Homo_sapiens:13:100019582:100019611:Minus	2	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_004987|gb|DQ576872|Homo_sapiens:1:144108281:144108311:Minus	2	1	3	1	2	1	3	3	2	4	2	5	0	1	1	3	0	3	5	2	4	5	3	5	1	1	1	1	0	6	1	2	1	0	6	1	3	13	2	2	4	3	5	5	2	8	6	0	1	1	1	3	0	1
hsa_piR_003139|gb|DQ574254|Homo_sapiens:3:12855861:12855890:Minus	2	3	0	1	0	0	2	7	3	3	2	0	4	5	1	1	0	1	1	3	1	0	2	1	4	2	1	0	2	1	3	2	1	0	4	0	0	4	1	3	1	6	5	1	0	1	1	0	1	7	1	1	1	0
hsa_piR_008395|gb|DQ581395|Homo_sapiens:10:71851545:71851571:Plus	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	4	0	0	0	0
hsa_piR_014454|gb|DQ589793|Homo_sapiens:6:26213034:26213059:Plus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000802|gb|DQ571000|Homo_sapiens:17:17087329:17087354:Plus	2	0.5	0	2	0	1.5	5.5	6	9.5	3	1	0	2.5	1	0	0.5	0.5	2	1	1	0	0.5	0	0.5	4	2	2	2	2	2	1	1.5	2	0.5	0	0.5	1.5	0.5	0.5	1.5	2	2.5	2.5	1	1.5	1	4.5	0	0.5	2	0	0.5	0	0
hsa_piR_010900|gb|DQ584707|Homo_sapiens:1:109026194:109026223:Plus	2	2	4	0	1	0	0	3	0	0	0	0	1	0	1	2	0	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0
hsa_piR_009937|gb|DQ583375|Homo_sapiens:7:75303196:75303225:Plus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_019354|gb|DQ596587|Homo_sapiens:11:2941674:2941699:Minus	2	6	5	9	5	9	19	16	14	23	19	25	29	38	27	27	30	24	4	3	3	5	4	4	14	1	4	29	40	28	57	34	27	36	125	61	6	4	6	3	11	16	12	16	21	28	52	11	31	51	16	47	19	19
